Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
40.0,41,1.0,6.0,clear,1015.33,9,Winter,7.0,inland,Sunny
44.0,38,0.5,13.0,clear,1017.02,7,Spring,6.0,inland,Sunny
12.0,57,5.0,30.0,partly cloudy,1000.37,1,Spring,8.0,inland,Cloudy
86.0,102,5.0,103.0,clear,1018.82,0,Summer,9.0,inland,Sunny
23.0,65,3.0,4.0,partly cloudy,1024.1,7,Spring,5.5,inland,Sunny
46.0,88,2.5,88.0,clear,1017.83,6,Summer,8.0,coastal,Sunny
14.0,69,6.5,49.0,partly cloudy,1019.47,3,Winter,6.5,coastal,Cloudy
56.0,105,26.5,102.0,partly cloudy,1005.92,6,Spring,7.0,inland,Cloudy
12.0,77,19.5,85.0,clear,1019.09,2,Autumn,12.5,inland,Sunny
28.0,64,6.5,2.0,partly cloudy,1023.48,10,Autumn,9.5,mountain,Sunny
-17.0,77,10.5,70.0,overcast,1108.38,13,Winter,14.5,inland,Sunny
23.0,56,5.5,15.0,partly cloudy,1009.52,4,Winter,7.0,mountain,Cloudy
14.0,76,13.5,35.0,partly cloudy,1002.71,3,Spring,5.5,mountain,Cloudy
22.0,85,2.5,85.0,partly cloudy,1007.35,7,Spring,1.5,coastal,Cloudy
17.0,62,1.5,40.0,overcast,1006.9,1,Winter,7.5,inland,Cloudy
57.0,82,0.5,104.0,partly cloudy,1019.74,1,Autumn,4.0,inland,Cloudy
34.0,43,2.0,1.0,partly cloudy,1016.47,10,Summer,9.5,coastal,Sunny
15.0,73,4.5,31.0,partly cloudy,1010.84,3,Spring,6.5,inland,Cloudy
34.0,64,5.5,9.0,clear,1024.88,7,Winter,5.5,inland,Sunny
24.0,50,5.0,42.0,partly cloudy,1002.1,1,Autumn,7.5,coastal,Cloudy
32.0,77,5.0,24.0,partly cloudy,1004.79,2,Winter,8.0,mountain,Cloudy
33.0,58,3.5,14.0,clear,1028.32,5,Summer,9.0,inland,Sunny
31.0,24,3.5,16.0,clear,1016.82,11,Autumn,8.0,inland,Sunny
10.0,79,11.0,27.0,partly cloudy,1000.37,4,Winter,6.0,inland,Cloudy
31.0,40,4.0,9.0,partly cloudy,1015.55,11,Winter,9.5,inland,Sunny
30.0,61,3.5,47.0,partly cloudy,1002.5,3,Summer,7.0,mountain,Cloudy
24.0,69,1.5,1.0,clear,1011.39,9,Spring,5.5,coastal,Sunny
35.0,49,8.5,11.0,partly cloudy,1025.23,10,Autumn,5.5,inland,Sunny
38.0,33,7.0,13.0,clear,1022.81,10,Winter,6.5,inland,Sunny
38.0,58,1.5,3.0,clear,1022.76,8,Spring,7.5,coastal,Sunny
-2.0,27,8.0,21.0,cloudy,878.92,13,Winter,15.5,mountain,Sunny
22.0,23,3.0,1.0,partly cloudy,1015.84,9,Autumn,8.5,coastal,Sunny
-17.0,76,14.5,37.0,partly cloudy,840.62,4,Spring,16.0,mountain,Sunny
46.0,77,0.5,85.0,clear,1010.64,12,Autumn,13.5,mountain,Sunny
26.0,51,11.5,33.0,overcast,1001.95,3,Spring,6.5,mountain,Cloudy
18.0,63,6.5,19.0,overcast,1019.8,2,Spring,7.0,inland,Cloudy
24.0,69,5.0,18.0,clear,1023.48,8,Autumn,7.5,mountain,Sunny
21.0,78,14.5,11.0,overcast,1003.12,1,Summer,8.5,inland,Cloudy
-4.0,48,3.5,18.0,cloudy,1026.96,14,Autumn,7.0,inland,Cloudy
15.0,65,7.0,12.0,partly cloudy,1016.31,2,Winter,9.0,coastal,Cloudy
12.0,51,0.0,42.0,partly cloudy,1017.84,1,Summer,8.5,mountain,Cloudy
29.0,59,3.0,22.0,partly cloudy,1002.15,4,Spring,7.0,coastal,Cloudy
58.0,76,12.0,84.0,clear,1021.91,13,Spring,9.5,coastal,Sunny
21.0,85,11.5,74.0,overcast,1007.96,5,Autumn,10.5,inland,Cloudy
22.0,55,3.5,43.0,partly cloudy,1005.37,4,Winter,7.5,coastal,Cloudy
30.0,58,1.5,24.0,partly cloudy,1013.3,1,Summer,8.0,mountain,Cloudy
33.0,90,10.5,108.0,overcast,1008.59,5,Winter,7.5,inland,Cloudy
40.0,34,2.5,7.0,clear,1023.32,11,Winter,6.0,coastal,Sunny
15.0,61,10.5,29.0,partly cloudy,1001.19,3,Spring,7.0,mountain,Cloudy
31.0,107,14.5,86.0,overcast,1012.48,8,Spring,6.5,coastal,Cloudy
26.0,60,1.0,15.0,clear,1029.63,11,Summer,7.5,coastal,Sunny
43.0,46,1.0,9.0,clear,1014.23,5,Autumn,5.5,mountain,Sunny
28.0,28,1.5,16.0,clear,1022.69,5,Winter,8.5,inland,Sunny
26.0,51,13.5,37.0,overcast,1003.62,2,Autumn,6.0,coastal,Cloudy
-1.0,42,13.0,77.0,partly cloudy,1145.57,7,Autumn,8.5,inland,Cloudy
90.0,82,11.5,73.0,clear,1025.98,11,Autumn,8.5,coastal,Sunny
-10.0,72,9.0,94.0,cloudy,816.85,12,Summer,13.0,mountain,Sunny
32.0,52,6.0,48.0,partly cloudy,1011.65,2,Autumn,6.0,coastal,Cloudy
44.0,48,7.0,14.0,clear,1012.85,10,Winter,5.5,inland,Sunny
31.0,59,7.5,19.0,partly cloudy,1029.01,9,Autumn,6.5,coastal,Sunny
15.0,50,5.0,22.0,overcast,1008.32,4,Summer,7.5,mountain,Cloudy
-7.0,30,12.5,78.0,cloudy,1083.26,9,Autumn,16.0,coastal,Cloudy
22.0,24,4.0,8.0,clear,1018.69,10,Summer,6.0,inland,Sunny
63.0,89,16.0,83.0,clear,1018.37,6,Autumn,3.0,coastal,Sunny
44.0,42,12.5,25.0,partly cloudy,1139.07,14,Spring,7.5,mountain,Cloudy
14.0,58,0.0,49.0,partly cloudy,1016.07,4,Autumn,8.0,mountain,Cloudy
13.0,62,3.0,35.0,overcast,1017.75,2,Spring,7.0,inland,Cloudy
59.0,106,29.5,94.0,partly cloudy,1013.03,14,Summer,10.0,inland,Cloudy
37.0,52,4.5,4.0,clear,1016.81,9,Autumn,5.0,coastal,Sunny
32.0,78,10.5,102.0,overcast,1000.94,2,Autumn,6.0,mountain,Cloudy
26.0,58,9.0,17.0,clear,1014.23,8,Winter,6.0,inland,Sunny
40.0,46,6.5,15.0,clear,1016.72,11,Autumn,7.0,mountain,Sunny
17.0,57,8.0,20.0,partly cloudy,1012.74,2,Spring,7.0,coastal,Cloudy
32.0,53,0.5,23.0,overcast,1002.79,3,Winter,7.0,coastal,Cloudy
13.0,91,11.0,92.0,overcast,1001.67,8,Spring,7.5,inland,Cloudy
26.0,58,13.0,36.0,overcast,1005.29,2,Winter,6.0,coastal,Cloudy
22.0,72,10.5,44.0,overcast,1011.05,4,Winter,7.5,inland,Cloudy
22.0,91,12.0,95.0,clear,1020.24,5,Autumn,11.5,mountain,Sunny
10.0,73,1.5,15.0,partly cloudy,1015.05,3,Winter,8.0,coastal,Cloudy
33.0,56,9.5,46.0,overcast,1007.42,3,Winter,6.0,mountain,Cloudy
-7.0,57,1.5,22.0,cloudy,829.51,11,Summer,12.0,coastal,Sunny
34.0,50,5.0,17.0,partly cloudy,1014.41,4,Spring,7.5,inland,Cloudy
-9.0,76,14.0,91.0,overcast,930.28,2,Winter,6.0,coastal,Sunny
33.0,46,6.0,6.0,partly cloudy,1023.19,10,Spring,9.5,inland,Sunny
35.0,55,8.0,12.0,clear,1023.2,5,Autumn,6.0,mountain,Sunny
25.0,105,26.5,107.0,partly cloudy,1012.27,7,Summer,3.5,mountain,Cloudy
28.0,40,9.0,5.0,partly cloudy,1024.52,6,Winter,9.5,inland,Sunny
58.0,102,16.5,84.0,clear,1022.64,11,Winter,7.0,inland,Sunny
35.0,55,13.0,90.0,partly cloudy,820.91,0,Summer,8.0,mountain,Sunny
16.0,68,7.5,28.0,partly cloudy,1010.64,1,Summer,7.0,mountain,Cloudy
34.0,54,13.0,25.0,partly cloudy,1014.59,1,Autumn,6.5,mountain,Cloudy
32.0,96,13.0,97.0,clear,1012.08,4,Winter,7.5,inland,Sunny
-2.0,71,8.5,85.0,overcast,973.84,12,Winter,16.0,coastal,Cloudy
40.0,30,3.0,2.0,partly cloudy,1020.92,8,Winter,9.0,inland,Sunny
29.0,25,8.5,4.0,partly cloudy,1026.4,6,Winter,5.0,coastal,Sunny
31.0,38,2.0,16.0,clear,1025.16,7,Spring,8.5,mountain,Sunny
24.0,73,15.0,10.0,partly cloudy,1017.17,2,Winter,6.5,coastal,Cloudy
21.0,76,13.5,47.0,overcast,1017.17,1,Spring,5.0,coastal,Cloudy
19.0,67,1.0,32.0,overcast,1009.15,4,Winter,6.5,mountain,Cloudy
35.0,106,27.0,86.0,overcast,1010.57,11,Winter,2.5,mountain,Cloudy
42.0,74,29.5,101.0,overcast,1016.15,7,Winter,8.0,coastal,Cloudy
12.0,70,2.0,42.0,partly cloudy,1008.0,1,Spring,7.0,inland,Cloudy
34.0,76,19.5,93.0,clear,1010.88,7,Summer,4.5,coastal,Sunny
38.0,53,3.5,16.0,clear,1023.71,11,Spring,9.5,inland,Sunny
34.0,79,8.5,10.0,overcast,1006.28,4,Spring,7.5,coastal,Cloudy
34.0,71,4.0,38.0,overcast,1009.28,3,Summer,9.0,mountain,Cloudy
24.0,58,1.0,0.0,clear,1029.64,9,Winter,6.5,inland,Sunny
23.0,60,12.0,10.0,partly cloudy,1000.19,3,Winter,8.5,mountain,Cloudy
22.0,60,2.5,13.0,overcast,1011.83,4,Spring,5.5,inland,Cloudy
14.0,68,9.5,33.0,overcast,1013.71,3,Spring,8.5,coastal,Cloudy
33.0,60,14.0,16.0,partly cloudy,1003.77,4,Summer,7.0,mountain,Cloudy
42.0,24,2.5,7.0,clear,1016.17,10,Winter,7.5,mountain,Sunny
14.0,54,8.5,27.0,partly cloudy,1016.52,4,Spring,9.0,inland,Cloudy
29.0,33,2.0,2.0,clear,1029.33,9,Summer,9.0,mountain,Sunny
15.0,64,13.5,44.0,overcast,1016.18,1,Winter,9.0,coastal,Cloudy
28.0,79,10.0,41.0,partly cloudy,1008.49,1,Summer,8.0,coastal,Cloudy
-5.0,65,12.0,60.0,partly cloudy,969.74,3,Spring,1.0,coastal,Sunny
70.0,81,3.5,71.0,clear,1021.7,1,Spring,10.5,inland,Sunny
27.0,78,8.0,45.0,overcast,1003.42,2,Autumn,7.5,coastal,Cloudy
26.0,33,5.5,12.0,clear,1024.95,7,Spring,6.0,coastal,Sunny
22.0,47,8.5,13.0,clear,1022.02,10,Summer,5.5,coastal,Sunny
22.0,33,1.5,8.0,clear,1029.06,7,Summer,5.5,coastal,Sunny
51.0,86,8.5,100.0,partly cloudy,1003.4,7,Autumn,9.0,inland,Cloudy
21.0,73,4.0,41.0,overcast,1002.3,4,Summer,6.0,inland,Cloudy
27.0,68,8.5,35.0,overcast,1004.08,4,Autumn,5.5,coastal,Cloudy
20.0,67,9.0,31.0,overcast,1019.17,4,Autumn,6.0,inland,Cloudy
45.0,95,2.5,84.0,clear,1010.47,8,Summer,3.5,mountain,Sunny
44.0,88,13.0,79.0,overcast,1018.83,3,Spring,9.0,mountain,Cloudy
10.0,78,12.0,49.0,overcast,1016.44,1,Autumn,6.5,coastal,Cloudy
25.0,68,0.5,17.0,clear,1029.61,8,Spring,10.0,coastal,Sunny
39.0,50,9.5,8.0,clear,1013.68,7,Summer,8.0,inland,Sunny
14.0,77,13.5,44.0,overcast,1019.24,4,Winter,8.5,inland,Cloudy
22.0,51,6.5,19.0,clear,1025.07,10,Winter,5.5,mountain,Sunny
33.0,69,8.5,5.0,partly cloudy,1018.19,7,Spring,9.0,inland,Sunny
10.0,79,1.5,31.0,overcast,1004.05,4,Autumn,8.0,coastal,Cloudy
10.0,104,31.5,75.0,partly cloudy,1016.56,0,Autumn,7.0,inland,Cloudy
23.0,59,6.5,18.0,clear,1026.42,11,Winter,6.5,coastal,Sunny
-8.0,49,12.0,96.0,partly cloudy,1022.06,0,Spring,3.5,inland,Cloudy
30.0,24,6.5,6.0,partly cloudy,1022.25,9,Autumn,9.0,inland,Sunny
41.0,20,1.0,3.0,partly cloudy,1014.94,9,Winter,5.5,mountain,Sunny
13.0,73,0.5,17.0,overcast,1010.68,2,Summer,8.0,inland,Cloudy
46.0,101,11.5,89.0,clear,1027.21,11,Spring,11.0,inland,Sunny
11.0,50,14.0,46.0,overcast,1010.33,1,Autumn,6.0,mountain,Cloudy
37.0,60,9.0,15.0,clear,1015.02,10,Autumn,9.0,mountain,Sunny
31.0,20,8.5,8.0,clear,1028.11,6,Autumn,9.0,inland,Sunny
57.0,83,18.0,98.0,partly cloudy,1028.08,6,Winter,7.5,mountain,Sunny
24.0,39,1.5,16.0,clear,1025.14,7,Summer,9.0,inland,Sunny
18.0,54,12.0,48.0,partly cloudy,1005.32,4,Autumn,5.0,coastal,Cloudy
33.0,54,8.0,39.0,overcast,1002.62,4,Autumn,8.0,mountain,Cloudy
27.0,37,5.0,16.0,clear,1016.06,10,Autumn,9.0,inland,Sunny
38.0,42,4.5,0.0,partly cloudy,1012.72,5,Winter,6.0,inland,Sunny
32.0,57,10.0,46.0,overcast,1011.05,3,Autumn,5.5,inland,Cloudy
36.0,39,7.5,36.0,cloudy,967.55,10,Spring,8.5,mountain,Cloudy
23.0,53,0.0,17.0,overcast,1010.59,4,Spring,8.5,mountain,Cloudy
20.0,26,7.5,5.0,partly cloudy,1012.83,10,Spring,7.5,mountain,Sunny
23.0,69,3.0,9.0,partly cloudy,1019.88,9,Summer,7.5,mountain,Sunny
94.0,95,17.5,91.0,clear,1026.91,6,Autumn,3.5,coastal,Sunny
48.0,51,3.0,66.0,partly cloudy,932.56,11,Summer,2.5,mountain,Sunny
42.0,21,0.5,0.0,clear,1026.32,5,Autumn,5.5,mountain,Sunny
29.0,60,0.5,48.0,partly cloudy,1013.31,3,Winter,5.5,inland,Cloudy
108.0,77,10.0,94.0,clear,1021.02,7,Summer,1.0,inland,Sunny
34.0,47,1.0,4.0,clear,1018.05,9,Winter,5.5,mountain,Sunny
15.0,61,10.5,49.0,overcast,1016.65,4,Winter,5.5,mountain,Cloudy
25.0,69,6.0,17.0,clear,1024.91,5,Spring,7.0,mountain,Sunny
34.0,56,6.5,37.0,overcast,1008.6,1,Summer,9.0,mountain,Cloudy
12.0,51,13.0,10.0,overcast,1005.57,4,Autumn,6.5,inland,Cloudy
19.0,53,7.0,50.0,cloudy,1163.66,3,Autumn,1.5,coastal,Cloudy
27.0,74,8.5,18.0,partly cloudy,1015.71,4,Autumn,6.0,coastal,Cloudy
42.0,47,8.5,13.0,partly cloudy,1025.55,7,Autumn,9.0,coastal,Sunny
20.0,37,7.0,68.0,cloudy,935.42,9,Winter,9.0,mountain,Sunny
34.0,78,13.0,10.0,partly cloudy,1006.49,4,Autumn,6.5,mountain,Cloudy
12.0,68,13.5,35.0,overcast,1003.46,4,Spring,7.0,inland,Cloudy
69.0,85,1.5,100.0,clear,1026.94,2,Spring,7.5,inland,Sunny
20.0,69,5.0,23.0,overcast,1009.27,2,Spring,7.0,inland,Cloudy
44.0,64,8.5,4.0,clear,1029.87,6,Winter,8.0,coastal,Sunny
23.0,46,0.5,1.0,clear,1022.77,7,Summer,5.0,coastal,Sunny
20.0,50,1.0,38.0,partly cloudy,1003.79,1,Summer,6.5,mountain,Cloudy
22.0,38,6.5,6.0,partly cloudy,1027.68,6,Autumn,6.0,coastal,Sunny
30.0,75,3.5,19.0,partly cloudy,1001.36,1,Spring,6.5,mountain,Cloudy
30.0,78,13.0,16.0,partly cloudy,1003.43,2,Autumn,6.5,inland,Cloudy
21.0,52,6.0,43.0,overcast,1009.87,2,Spring,6.0,coastal,Cloudy
32.0,57,14.0,21.0,partly cloudy,1007.21,2,Spring,7.5,inland,Cloudy
31.0,60,3.5,21.0,overcast,1006.41,2,Summer,6.0,inland,Cloudy
22.0,72,13.0,48.0,partly cloudy,1014.35,1,Spring,8.5,mountain,Cloudy
-4.0,23,1.5,52.0,overcast,854.68,10,Winter,0.0,coastal,Sunny
26.0,21,6.5,19.0,partly cloudy,1021.51,8,Autumn,7.5,inland,Sunny
77.0,73,15.5,104.0,clear,1021.88,4,Autumn,7.0,inland,Sunny
10.0,75,0.5,44.0,overcast,1015.69,1,Autumn,5.5,inland,Cloudy
27.0,34,2.5,7.0,clear,1012.75,9,Autumn,8.5,inland,Sunny
25.0,26,2.0,14.0,clear,1019.62,7,Winter,5.5,mountain,Sunny
14.0,61,0.5,21.0,overcast,1005.76,1,Autumn,8.5,mountain,Cloudy
35.0,45,13.0,49.0,partly cloudy,1017.68,14,Summer,9.0,mountain,Cloudy
32.0,59,9.0,8.0,clear,1027.77,5,Winter,6.0,mountain,Sunny
40.0,59,0.0,12.0,partly cloudy,1027.92,7,Summer,6.0,coastal,Sunny
20.0,60,7.5,37.0,partly cloudy,1009.62,2,Summer,8.5,mountain,Cloudy
37.0,74,31.5,98.0,overcast,1000.18,9,Summer,6.0,inland,Cloudy
42.0,57,5.0,14.0,clear,1022.33,11,Autumn,8.5,coastal,Sunny
-18.0,72,15.0,80.0,cloudy,1069.42,0,Summer,1.5,coastal,Cloudy
39.0,66,3.5,1.0,clear,1023.52,10,Spring,6.0,mountain,Sunny
30.0,70,7.5,35.0,overcast,1006.08,2,Spring,6.5,coastal,Cloudy
22.0,25,8.5,11.0,partly cloudy,1015.45,10,Autumn,7.5,mountain,Sunny
33.0,55,2.0,31.0,partly cloudy,1010.26,3,Summer,6.5,mountain,Cloudy
25.0,29,0.5,3.0,partly cloudy,1015.39,10,Summer,9.0,inland,Sunny
23.0,43,4.0,0.0,clear,1015.94,5,Autumn,7.0,inland,Sunny
24.0,56,2.5,14.0,partly cloudy,1012.4,1,Autumn,7.5,inland,Cloudy
38.0,64,8.5,4.0,clear,1016.87,6,Autumn,6.5,mountain,Sunny
42.0,33,1.0,4.0,clear,1016.59,7,Spring,8.5,inland,Sunny
23.0,37,5.5,11.0,clear,1015.54,7,Summer,6.0,coastal,Sunny
29.0,22,9.5,25.0,partly cloudy,875.03,7,Spring,14.0,mountain,Cloudy
23.0,66,5.0,17.0,clear,1015.27,6,Winter,5.5,coastal,Sunny
26.0,68,3.0,43.0,overcast,1018.21,1,Summer,7.5,mountain,Cloudy
22.0,64,5.5,10.0,partly cloudy,1007.13,3,Winter,6.0,mountain,Cloudy
24.0,78,17.5,75.0,overcast,1004.19,14,Spring,6.0,coastal,Cloudy
28.0,55,12.0,30.0,partly cloudy,1012.01,2,Winter,6.0,mountain,Cloudy
26.0,63,3.0,35.0,partly cloudy,1006.68,1,Winter,6.5,mountain,Cloudy
26.0,50,11.0,49.0,overcast,1011.35,4,Spring,7.0,coastal,Cloudy
25.0,76,15.5,80.0,overcast,1006.95,2,Spring,9.5,mountain,Cloudy
31.0,63,3.5,40.0,overcast,1006.31,3,Winter,8.5,mountain,Cloudy
41.0,25,2.0,1.0,clear,1025.69,10,Summer,6.5,coastal,Sunny
10.0,63,8.0,19.0,partly cloudy,1007.31,4,Summer,5.5,mountain,Cloudy
27.0,45,5.5,1.0,partly cloudy,1011.44,6,Autumn,8.5,coastal,Sunny
22.0,72,9.0,87.0,cloudy,1013.57,9,Spring,8.5,coastal,Cloudy
-4.0,35,3.0,58.0,partly cloudy,966.26,9,Summer,18.0,mountain,Cloudy
26.0,76,2.0,27.0,partly cloudy,1017.78,3,Autumn,5.5,mountain,Cloudy
20.0,25,7.0,9.0,clear,1013.72,6,Spring,9.0,mountain,Sunny
16.0,67,12.5,35.0,partly cloudy,1001.09,1,Winter,7.5,mountain,Cloudy
30.0,21,5.5,2.0,partly cloudy,1013.06,5,Winter,6.0,coastal,Sunny
15.0,61,3.5,39.0,overcast,1003.36,3,Spring,7.5,coastal,Cloudy
36.0,77,8.5,107.0,clear,1012.47,9,Summer,9.0,inland,Sunny
41.0,69,9.5,2.0,clear,1017.18,7,Spring,6.0,inland,Sunny
37.0,60,5.0,15.0,clear,1018.03,11,Summer,10.0,coastal,Sunny
15.0,67,11.5,29.0,partly cloudy,1006.02,1,Winter,7.0,inland,Cloudy
26.0,54,8.0,26.0,partly cloudy,1011.49,2,Summer,7.5,inland,Cloudy
47.0,108,2.5,106.0,overcast,1010.6,10,Winter,3.5,mountain,Cloudy
22.0,78,2.5,35.0,partly cloudy,1018.58,1,Summer,7.5,mountain,Cloudy
22.0,77,6.0,14.0,overcast,1015.25,2,Summer,6.0,mountain,Cloudy
28.0,23,3.5,18.0,clear,1027.16,6,Autumn,9.5,mountain,Sunny
16.0,71,13.5,21.0,partly cloudy,1001.26,1,Autumn,6.0,inland,Cloudy
34.0,55,2.5,35.0,overcast,1002.57,1,Spring,9.0,mountain,Cloudy
13.0,51,2.5,43.0,partly cloudy,1019.63,1,Winter,8.5,mountain,Cloudy
31.0,36,4.0,15.0,clear,1016.83,10,Spring,5.0,mountain,Sunny
11.0,108,24.5,78.0,overcast,1015.59,8,Winter,8.5,mountain,Cloudy
22.0,79,9.0,23.0,partly cloudy,1006.78,3,Winter,5.5,mountain,Cloudy
65.0,94,17.5,71.0,overcast,1019.9,2,Autumn,3.5,coastal,Cloudy
21.0,64,7.5,34.0,partly cloudy,1016.44,2,Autumn,7.0,mountain,Cloudy
11.0,89,23.5,92.0,overcast,1011.31,14,Summer,4.0,inland,Cloudy
30.0,29,8.5,17.0,partly cloudy,1010.77,9,Autumn,7.5,mountain,Sunny
34.0,53,1.0,18.0,clear,1025.79,5,Autumn,5.0,mountain,Sunny
40.0,56,9.0,16.0,clear,1015.88,5,Winter,9.0,coastal,Sunny
32.0,74,13.5,28.0,overcast,1002.81,2,Spring,7.0,coastal,Cloudy
34.0,68,6.5,5.0,clear,1021.02,6,Spring,5.0,inland,Sunny
32.0,48,0.0,6.0,clear,1018.31,11,Spring,7.0,inland,Sunny
34.0,40,5.0,5.0,clear,1018.37,9,Autumn,7.0,inland,Sunny
21.0,56,8.0,28.0,partly cloudy,1019.87,4,Spring,6.5,inland,Cloudy
42.0,30,6.5,17.0,clear,1029.56,8,Summer,10.0,coastal,Sunny
38.0,58,8.0,19.0,clear,1019.69,6,Spring,7.5,mountain,Sunny
26.0,79,8.5,36.0,partly cloudy,1010.93,1,Summer,7.0,coastal,Cloudy
14.0,50,8.0,14.0,partly cloudy,1011.71,4,Autumn,8.5,coastal,Cloudy
62.0,73,18.0,98.0,partly cloudy,1012.04,0,Winter,8.0,coastal,Sunny
26.0,58,10.0,14.0,overcast,1002.21,1,Winter,6.0,coastal,Cloudy
12.0,78,5.5,39.0,partly cloudy,1013.61,2,Winter,8.5,coastal,Cloudy
23.0,66,9.0,26.0,overcast,1007.19,4,Winter,5.5,coastal,Cloudy
29.0,62,9.5,29.0,partly cloudy,1008.2,4,Winter,8.0,coastal,Cloudy
20.0,76,5.0,13.0,partly cloudy,1008.62,2,Autumn,6.5,mountain,Cloudy
20.0,59,6.5,22.0,overcast,1012.91,2,Autumn,5.5,inland,Cloudy
30.0,42,1.5,6.0,clear,1022.32,5,Spring,8.0,coastal,Sunny
55.0,107,1.0,93.0,overcast,1017.32,9,Autumn,5.5,coastal,Cloudy
23.0,29,3.0,0.0,clear,1019.61,6,Autumn,9.5,coastal,Sunny
33.0,66,9.5,15.0,partly cloudy,1028.75,9,Spring,9.5,coastal,Sunny
21.0,59,10.5,18.0,partly cloudy,1007.96,1,Summer,6.0,inland,Cloudy
23.0,76,7.0,11.0,partly cloudy,1013.49,3,Spring,9.0,mountain,Cloudy
25.0,49,1.5,17.0,clear,1015.04,9,Summer,5.5,mountain,Sunny
65.0,70,12.5,82.0,partly cloudy,1027.19,1,Autumn,2.0,coastal,Sunny
23.0,66,7.5,35.0,overcast,1011.68,1,Summer,6.5,mountain,Cloudy
30.0,39,3.0,15.0,clear,1017.9,9,Autumn,9.0,mountain,Sunny
16.0,64,10.5,38.0,partly cloudy,1016.09,4,Winter,7.5,mountain,Cloudy
26.0,72,8.5,35.0,overcast,1007.09,4,Spring,5.5,coastal,Cloudy
31.0,49,1.0,1.0,clear,1012.21,7,Autumn,9.0,mountain,Sunny
29.0,29,8.5,63.0,overcast,998.67,1,Summer,0.0,mountain,Cloudy
23.0,90,16.0,107.0,overcast,1004.52,13,Winter,1.5,mountain,Cloudy
23.0,67,15.0,29.0,partly cloudy,1000.19,2,Autumn,5.5,inland,Cloudy
18.0,50,5.5,11.0,partly cloudy,1007.98,3,Autumn,7.5,coastal,Cloudy
31.0,56,1.5,15.0,partly cloudy,1007.09,2,Spring,7.5,inland,Cloudy
39.0,48,6.0,62.0,partly cloudy,1112.31,0,Autumn,15.0,coastal,Cloudy
29.0,70,2.5,27.0,overcast,1017.69,2,Winter,7.5,coastal,Cloudy
12.0,57,10.5,33.0,overcast,1013.83,1,Spring,7.5,inland,Cloudy
44.0,39,3.5,16.0,partly cloudy,1013.04,8,Spring,8.5,mountain,Sunny
14.0,62,11.0,28.0,partly cloudy,1001.13,2,Spring,7.0,inland,Cloudy
34.0,79,1.0,32.0,overcast,1016.14,3,Spring,9.0,coastal,Cloudy
40.0,67,2.0,5.0,partly cloudy,1028.32,9,Autumn,9.5,coastal,Sunny
35.0,47,1.0,0.0,partly cloudy,1020.03,8,Winter,8.0,coastal,Sunny
15.0,75,10.5,20.0,overcast,1007.76,1,Winter,5.0,coastal,Cloudy
10.0,62,6.0,45.0,partly cloudy,1013.86,2,Autumn,5.5,mountain,Cloudy
25.0,55,3.5,23.0,partly cloudy,1000.05,2,Spring,6.0,inland,Cloudy
20.0,75,0.5,23.0,overcast,1001.58,3,Autumn,6.5,mountain,Cloudy
28.0,71,10.5,14.0,overcast,1004.32,2,Autumn,8.0,inland,Cloudy
22.0,104,6.0,100.0,clear,1010.24,0,Winter,3.0,mountain,Sunny
17.0,72,4.5,31.0,partly cloudy,1009.84,2,Spring,5.0,coastal,Cloudy
10.0,68,8.5,28.0,overcast,1013.42,4,Autumn,6.0,mountain,Cloudy
31.0,46,6.0,15.0,partly cloudy,1016.77,6,Summer,8.0,inland,Sunny
24.0,46,4.0,42.0,partly cloudy,1122.74,3,Winter,14.0,inland,Cloudy
32.0,24,7.0,18.0,partly cloudy,1015.7,6,Summer,5.5,inland,Sunny
56.0,86,14.5,97.0,partly cloudy,1028.92,9,Summer,4.5,mountain,Sunny
38.0,37,9.0,11.0,clear,1027.21,8,Spring,7.5,coastal,Sunny
29.0,38,6.0,6.0,clear,1028.78,5,Summer,5.0,mountain,Sunny
11.0,59,10.5,14.0,partly cloudy,1006.49,3,Winter,7.5,mountain,Cloudy
21.0,94,2.0,102.0,clear,1020.59,6,Winter,4.0,mountain,Sunny
37.0,91,14.5,80.0,clear,1022.4,0,Winter,12.0,coastal,Sunny
30.0,60,8.5,20.0,overcast,1007.58,1,Spring,7.5,coastal,Cloudy
13.0,106,1.5,108.0,partly cloudy,1016.67,2,Summer,4.0,mountain,Cloudy
42.0,83,22.0,95.0,overcast,1008.5,11,Winter,6.0,mountain,Cloudy
32.0,64,1.5,25.0,overcast,1008.27,4,Winter,7.5,mountain,Cloudy
31.0,67,8.0,18.0,clear,1011.91,11,Autumn,8.5,coastal,Sunny
28.0,67,3.5,25.0,partly cloudy,1015.6,1,Autumn,6.5,mountain,Cloudy
33.0,52,11.5,28.0,overcast,1003.64,4,Winter,7.0,mountain,Cloudy
49.0,92,6.5,96.0,partly cloudy,1026.93,5,Spring,3.5,coastal,Sunny
32.0,57,8.0,1.0,clear,1027.58,9,Spring,8.0,coastal,Sunny
18.0,79,3.5,46.0,partly cloudy,1004.54,3,Summer,8.5,mountain,Cloudy
-7.0,61,10.5,45.0,cloudy,840.89,0,Summer,12.0,mountain,Sunny
24.0,28,8.0,15.0,clear,1018.6,8,Summer,9.5,mountain,Sunny
